Input,Output
"Applicant earns $67651 annually, has a credit score of 757, no outstanding loans, 3 missed payments in the last year, employment status: Self-employed, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $74571 annually, has a credit score of 659, outstanding loans totaling $56017, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $56716 annually, has a credit score of 563, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $66121 annually, has a credit score of 565, no outstanding loans, 5 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $86424 annually, has a credit score of 504, outstanding loans totaling $195232, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $32281 annually, has a credit score of 763, outstanding loans totaling $194239, 0 missed payments in the last year, employment status: Stable job, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $77713 annually, has a credit score of 628, outstanding loans totaling $174477, 2 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $67970 annually, has a credit score of 774, outstanding loans totaling $43309, 1 missed payments in the last year, employment status: New business owner, Rents, and 10 recent credit inquiries.",Rejected
"Applicant earns $95524 annually, has a credit score of 830, no outstanding loans, 6 missed payments in the last year, employment status: Self-employed, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $57171 annually, has a credit score of 598, outstanding loans totaling $99218, 0 missed payments in the last year, employment status: Stable job, Rents, and 6 recent credit inquiries.",Rejected
"Applicant earns $108379 annually, has a credit score of 598, outstanding loans totaling $151304, 0 missed payments in the last year, employment status: New business owner, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $100520 annually, has a credit score of 829, outstanding loans totaling $75887, 5 missed payments in the last year, employment status: Freelancer, Owns home, and 7 recent credit inquiries.",Rejected
"Applicant earns $36456 annually, has a credit score of 826, outstanding loans totaling $45504, 5 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $114656 annually, has a credit score of 773, outstanding loans totaling $196205, 0 missed payments in the last year, employment status: New business owner, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $66008 annually, has a credit score of 459, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Rents, and 3 recent credit inquiries.",Rejected
"Applicant earns $71438 annually, has a credit score of 597, outstanding loans totaling $124159, 0 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $56500 annually, has a credit score of 719, no outstanding loans, 2 missed payments in the last year, employment status: Self-employed, Living with family, and 6 recent credit inquiries.",Approved
"Applicant earns $67384 annually, has a credit score of 784, outstanding loans totaling $66056, 0 missed payments in the last year, employment status: Recently changed jobs, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $48034 annually, has a credit score of 554, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 8 recent credit inquiries.",Rejected
"Applicant earns $77336 annually, has a credit score of 622, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Owns home, and 3 recent credit inquiries.",Approved
"Applicant earns $100356 annually, has a credit score of 452, outstanding loans totaling $19105, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $35479 annually, has a credit score of 499, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Owns home, and 7 recent credit inquiries.",Rejected
"Applicant earns $52212 annually, has a credit score of 799, no outstanding loans, 6 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $97028 annually, has a credit score of 710, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Rents, and 5 recent credit inquiries.",Approved
"Applicant earns $98414 annually, has a credit score of 784, outstanding loans totaling $115506, 0 missed payments in the last year, employment status: Self-employed, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $96162 annually, has a credit score of 609, no outstanding loans, 4 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $62408 annually, has a credit score of 787, no outstanding loans, 1 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $57754 annually, has a credit score of 495, outstanding loans totaling $51865, 0 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $88375 annually, has a credit score of 772, outstanding loans totaling $111860, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $80355 annually, has a credit score of 822, outstanding loans totaling $107234, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $39524 annually, has a credit score of 752, outstanding loans totaling $168067, 1 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $82164 annually, has a credit score of 829, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Owns home, and 8 recent credit inquiries.",Approved
"Applicant earns $78919 annually, has a credit score of 685, no outstanding loans, 6 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $88961 annually, has a credit score of 507, no outstanding loans, 5 missed payments in the last year, employment status: Freelancer, Rents, and 3 recent credit inquiries.",Rejected
"Applicant earns $99465 annually, has a credit score of 734, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Rents, and 0 recent credit inquiries.",Approved
"Applicant earns $61525 annually, has a credit score of 570, outstanding loans totaling $28326, 1 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $37274 annually, has a credit score of 477, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $111179 annually, has a credit score of 595, outstanding loans totaling $139616, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 8 recent credit inquiries.",Rejected
"Applicant earns $58757 annually, has a credit score of 481, no outstanding loans, 1 missed payments in the last year, employment status: New business owner, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $66401 annually, has a credit score of 582, outstanding loans totaling $8253, 0 missed payments in the last year, employment status: Stable job, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $60312 annually, has a credit score of 704, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 3 recent credit inquiries.",Approved
"Applicant earns $71597 annually, has a credit score of 795, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 10 recent credit inquiries.",Approved
"Applicant earns $71924 annually, has a credit score of 670, outstanding loans totaling $164653, 5 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $106944 annually, has a credit score of 714, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 6 recent credit inquiries.",Approved
"Applicant earns $79595 annually, has a credit score of 491, no outstanding loans, 6 missed payments in the last year, employment status: Freelancer, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $116771 annually, has a credit score of 662, no outstanding loans, 4 missed payments in the last year, employment status: Self-employed, Rents, and 7 recent credit inquiries.",Rejected
"Applicant earns $85695 annually, has a credit score of 756, no outstanding loans, 1 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $64511 annually, has a credit score of 834, outstanding loans totaling $12167, 0 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $116689 annually, has a credit score of 475, outstanding loans totaling $55758, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $112329 annually, has a credit score of 525, outstanding loans totaling $181232, 0 missed payments in the last year, employment status: Recently changed jobs, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $72891 annually, has a credit score of 598, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $58511 annually, has a credit score of 525, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $88006 annually, has a credit score of 456, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $66781 annually, has a credit score of 548, outstanding loans totaling $153600, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $86954 annually, has a credit score of 548, no outstanding loans, 4 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $34401 annually, has a credit score of 632, outstanding loans totaling $154161, 0 missed payments in the last year, employment status: Stable job, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $91309 annually, has a credit score of 783, outstanding loans totaling $47348, 6 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $104090 annually, has a credit score of 668, outstanding loans totaling $158155, 0 missed payments in the last year, employment status: Stable job, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $98919 annually, has a credit score of 827, no outstanding loans, 5 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $115152 annually, has a credit score of 684, outstanding loans totaling $154092, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $119952 annually, has a credit score of 760, no outstanding loans, 1 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $48299 annually, has a credit score of 658, no outstanding loans, 6 missed payments in the last year, employment status: Freelancer, Living with family, and 9 recent credit inquiries.",Rejected
"Applicant earns $77048 annually, has a credit score of 671, outstanding loans totaling $11119, 0 missed payments in the last year, employment status: Stable job, Owns home, and 9 recent credit inquiries.",Rejected
"Applicant earns $112213 annually, has a credit score of 634, no outstanding loans, 5 missed payments in the last year, employment status: Recently changed jobs, Rents, and 7 recent credit inquiries.",Rejected
"Applicant earns $76789 annually, has a credit score of 592, no outstanding loans, 4 missed payments in the last year, employment status: New business owner, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $91384 annually, has a credit score of 772, outstanding loans totaling $140571, 5 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $75407 annually, has a credit score of 483, outstanding loans totaling $191501, 1 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $57573 annually, has a credit score of 827, outstanding loans totaling $195998, 0 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $72879 annually, has a credit score of 451, outstanding loans totaling $122956, 1 missed payments in the last year, employment status: Recently changed jobs, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $36286 annually, has a credit score of 702, outstanding loans totaling $7508, 0 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $45070 annually, has a credit score of 504, outstanding loans totaling $80645, 1 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $104206 annually, has a credit score of 588, outstanding loans totaling $144422, 5 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $64988 annually, has a credit score of 605, outstanding loans totaling $147317, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 9 recent credit inquiries.",Rejected
"Applicant earns $70801 annually, has a credit score of 594, outstanding loans totaling $33215, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $84002 annually, has a credit score of 718, outstanding loans totaling $175065, 0 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $96695 annually, has a credit score of 769, outstanding loans totaling $66819, 0 missed payments in the last year, employment status: Freelancer, Rents, and 10 recent credit inquiries.",Rejected
"Applicant earns $72470 annually, has a credit score of 526, outstanding loans totaling $96875, 4 missed payments in the last year, employment status: Stable job, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $95369 annually, has a credit score of 500, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Rents, and 7 recent credit inquiries.",Rejected
"Applicant earns $69712 annually, has a credit score of 675, outstanding loans totaling $52084, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $77288 annually, has a credit score of 698, no outstanding loans, 2 missed payments in the last year, employment status: Self-employed, Living with family, and 6 recent credit inquiries.",Approved
"Applicant earns $71014 annually, has a credit score of 455, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $48668 annually, has a credit score of 479, outstanding loans totaling $41386, 0 missed payments in the last year, employment status: Stable job, Rents, and 3 recent credit inquiries.",Rejected
"Applicant earns $72642 annually, has a credit score of 545, outstanding loans totaling $122866, 0 missed payments in the last year, employment status: Freelancer, Rents, and 10 recent credit inquiries.",Rejected
"Applicant earns $109483 annually, has a credit score of 676, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Rents, and 6 recent credit inquiries.",Approved
"Applicant earns $99113 annually, has a credit score of 481, outstanding loans totaling $66886, 2 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 10 recent credit inquiries.",Rejected
"Applicant earns $92862 annually, has a credit score of 666, no outstanding loans, 3 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 10 recent credit inquiries.",Rejected
"Applicant earns $102913 annually, has a credit score of 824, outstanding loans totaling $36822, 5 missed payments in the last year, employment status: Recently changed jobs, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $73275 annually, has a credit score of 685, no outstanding loans, 5 missed payments in the last year, employment status: Freelancer, Living with family, and 6 recent credit inquiries.",Rejected
"Applicant earns $73902 annually, has a credit score of 822, outstanding loans totaling $197914, 5 missed payments in the last year, employment status: Freelancer, Rents, and 1 recent credit inquiries.",Rejected
"Applicant earns $66322 annually, has a credit score of 787, no outstanding loans, 4 missed payments in the last year, employment status: New business owner, Rents, and 7 recent credit inquiries.",Rejected
"Applicant earns $78566 annually, has a credit score of 522, no outstanding loans, 1 missed payments in the last year, employment status: Self-employed, Rents, and 10 recent credit inquiries.",Rejected
"Applicant earns $36369 annually, has a credit score of 687, outstanding loans totaling $180559, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $101410 annually, has a credit score of 849, outstanding loans totaling $45952, 0 missed payments in the last year, employment status: Stable job, Living with family, and 4 recent credit inquiries.",Approved
"Applicant earns $56225 annually, has a credit score of 727, outstanding loans totaling $22858, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $53372 annually, has a credit score of 692, outstanding loans totaling $164579, 1 missed payments in the last year, employment status: Stable job, Rents, and 4 recent credit inquiries.",Rejected
"Applicant earns $63888 annually, has a credit score of 735, outstanding loans totaling $191985, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $79552 annually, has a credit score of 765, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $38204 annually, has a credit score of 608, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $46407 annually, has a credit score of 670, no outstanding loans, 2 missed payments in the last year, employment status: Stable job, Living with family, and 7 recent credit inquiries.",Rejected
"Applicant earns $88195 annually, has a credit score of 474, outstanding loans totaling $57622, 2 missed payments in the last year, employment status: Self-employed, Living with family, and 5 recent credit inquiries.",Rejected
"Applicant earns $113554 annually, has a credit score of 508, outstanding loans totaling $78833, 4 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $113532 annually, has a credit score of 741, outstanding loans totaling $44145, 3 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $102938 annually, has a credit score of 699, no outstanding loans, 4 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Rejected
"Applicant earns $113722 annually, has a credit score of 636, outstanding loans totaling $120171, 0 missed payments in the last year, employment status: New business owner, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $43409 annually, has a credit score of 573, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Rents, and 4 recent credit inquiries.",Rejected
"Applicant earns $48881 annually, has a credit score of 729, outstanding loans totaling $85971, 6 missed payments in the last year, employment status: New business owner, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $91161 annually, has a credit score of 508, outstanding loans totaling $17179, 0 missed payments in the last year, employment status: Stable job, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $96644 annually, has a credit score of 637, outstanding loans totaling $156526, 3 missed payments in the last year, employment status: Self-employed, Living with family, and 8 recent credit inquiries.",Rejected
"Applicant earns $67939 annually, has a credit score of 616, no outstanding loans, 6 missed payments in the last year, employment status: Freelancer, Living with family, and 8 recent credit inquiries.",Rejected
"Applicant earns $100002 annually, has a credit score of 466, outstanding loans totaling $20748, 0 missed payments in the last year, employment status: Stable job, Living with family, and 2 recent credit inquiries.",Rejected
"Applicant earns $60826 annually, has a credit score of 548, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $74792 annually, has a credit score of 457, outstanding loans totaling $117249, 0 missed payments in the last year, employment status: Stable job, Living with family, and 8 recent credit inquiries.",Rejected
"Applicant earns $93173 annually, has a credit score of 560, outstanding loans totaling $161642, 0 missed payments in the last year, employment status: Stable job, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $60538 annually, has a credit score of 825, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $53914 annually, has a credit score of 503, no outstanding loans, 3 missed payments in the last year, employment status: Self-employed, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $54672 annually, has a credit score of 603, outstanding loans totaling $117930, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 7 recent credit inquiries.",Rejected
"Applicant earns $54320 annually, has a credit score of 708, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Owns home, and 8 recent credit inquiries.",Approved
"Applicant earns $59917 annually, has a credit score of 593, no outstanding loans, 1 missed payments in the last year, employment status: New business owner, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $78195 annually, has a credit score of 459, no outstanding loans, 5 missed payments in the last year, employment status: New business owner, Rents, and 1 recent credit inquiries.",Rejected
"Applicant earns $46783 annually, has a credit score of 642, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Rents, and 4 recent credit inquiries.",Approved
"Applicant earns $86842 annually, has a credit score of 562, outstanding loans totaling $27830, 0 missed payments in the last year, employment status: New business owner, Living with family, and 6 recent credit inquiries.",Rejected
"Applicant earns $118381 annually, has a credit score of 518, outstanding loans totaling $35575, 0 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 9 recent credit inquiries.",Rejected
"Applicant earns $47040 annually, has a credit score of 738, outstanding loans totaling $55294, 1 missed payments in the last year, employment status: Self-employed, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $59273 annually, has a credit score of 767, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $72335 annually, has a credit score of 609, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 10 recent credit inquiries.",Rejected
"Applicant earns $86198 annually, has a credit score of 465, no outstanding loans, 5 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $72151 annually, has a credit score of 674, no outstanding loans, 3 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $71126 annually, has a credit score of 476, outstanding loans totaling $182956, 5 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $90496 annually, has a credit score of 761, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Rents, and 4 recent credit inquiries.",Approved
"Applicant earns $61051 annually, has a credit score of 772, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $30733 annually, has a credit score of 572, outstanding loans totaling $43367, 1 missed payments in the last year, employment status: New business owner, Rents, and 6 recent credit inquiries.",Rejected
"Applicant earns $106052 annually, has a credit score of 845, no outstanding loans, 5 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $50108 annually, has a credit score of 451, outstanding loans totaling $30391, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 9 recent credit inquiries.",Rejected
"Applicant earns $36149 annually, has a credit score of 547, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $42916 annually, has a credit score of 595, outstanding loans totaling $71797, 4 missed payments in the last year, employment status: Freelancer, Rents, and 2 recent credit inquiries.",Rejected
"Applicant earns $74490 annually, has a credit score of 702, outstanding loans totaling $80212, 0 missed payments in the last year, employment status: Stable job, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $63588 annually, has a credit score of 628, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $71376 annually, has a credit score of 718, outstanding loans totaling $38842, 3 missed payments in the last year, employment status: Stable job, Rents, and 6 recent credit inquiries.",Rejected
"Applicant earns $56128 annually, has a credit score of 772, no outstanding loans, 2 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $84985 annually, has a credit score of 592, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $80155 annually, has a credit score of 749, outstanding loans totaling $77239, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $75012 annually, has a credit score of 522, outstanding loans totaling $124797, 2 missed payments in the last year, employment status: Freelancer, Rents, and 5 recent credit inquiries.",Rejected
"Applicant earns $110344 annually, has a credit score of 713, no outstanding loans, 5 missed payments in the last year, employment status: Stable job, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $105722 annually, has a credit score of 654, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $48966 annually, has a credit score of 504, no outstanding loans, 3 missed payments in the last year, employment status: New business owner, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $42187 annually, has a credit score of 559, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 8 recent credit inquiries.",Rejected
"Applicant earns $47703 annually, has a credit score of 528, no outstanding loans, 2 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $109222 annually, has a credit score of 613, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $72522 annually, has a credit score of 506, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 6 recent credit inquiries.",Rejected
"Applicant earns $51332 annually, has a credit score of 504, no outstanding loans, 6 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 2 recent credit inquiries.",Rejected
"Applicant earns $60736 annually, has a credit score of 543, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $41936 annually, has a credit score of 751, outstanding loans totaling $121868, 3 missed payments in the last year, employment status: New business owner, Rents, and 3 recent credit inquiries.",Rejected
"Applicant earns $69274 annually, has a credit score of 825, outstanding loans totaling $14047, 0 missed payments in the last year, employment status: Stable job, Living with family, and 10 recent credit inquiries.",Approved
"Applicant earns $44572 annually, has a credit score of 499, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Rents, and 2 recent credit inquiries.",Rejected
"Applicant earns $118857 annually, has a credit score of 840, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 9 recent credit inquiries.",Approved
"Applicant earns $58729 annually, has a credit score of 567, no outstanding loans, 2 missed payments in the last year, employment status: Self-employed, Rents, and 9 recent credit inquiries.",Rejected
"Applicant earns $78318 annually, has a credit score of 797, no outstanding loans, 5 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 10 recent credit inquiries.",Rejected
"Applicant earns $47926 annually, has a credit score of 748, outstanding loans totaling $164710, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $112173 annually, has a credit score of 567, outstanding loans totaling $8238, 0 missed payments in the last year, employment status: New business owner, Owns home, and 8 recent credit inquiries.",Rejected
"Applicant earns $65470 annually, has a credit score of 847, outstanding loans totaling $168315, 6 missed payments in the last year, employment status: Freelancer, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $70534 annually, has a credit score of 650, outstanding loans totaling $150119, 0 missed payments in the last year, employment status: Stable job, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $71111 annually, has a credit score of 679, outstanding loans totaling $33760, 0 missed payments in the last year, employment status: Stable job, Living with family, and 2 recent credit inquiries.",Rejected
"Applicant earns $102283 annually, has a credit score of 603, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 6 recent credit inquiries.",Rejected
"Applicant earns $110799 annually, has a credit score of 812, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $88428 annually, has a credit score of 559, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $65359 annually, has a credit score of 718, no outstanding loans, 2 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $95942 annually, has a credit score of 514, no outstanding loans, 5 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $116736 annually, has a credit score of 524, outstanding loans totaling $132042, 0 missed payments in the last year, employment status: New business owner, Living with family, and 2 recent credit inquiries.",Rejected
"Applicant earns $53886 annually, has a credit score of 673, outstanding loans totaling $187962, 4 missed payments in the last year, employment status: Freelancer, Owns home, and 8 recent credit inquiries.",Rejected
"Applicant earns $118798 annually, has a credit score of 790, outstanding loans totaling $89429, 0 missed payments in the last year, employment status: Stable job, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $91743 annually, has a credit score of 611, no outstanding loans, 3 missed payments in the last year, employment status: Self-employed, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $69206 annually, has a credit score of 703, no outstanding loans, 3 missed payments in the last year, employment status: New business owner, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $80353 annually, has a credit score of 590, outstanding loans totaling $142952, 5 missed payments in the last year, employment status: Self-employed, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $64805 annually, has a credit score of 658, no outstanding loans, 0 missed payments in the last year, employment status: New business owner, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $118081 annually, has a credit score of 466, outstanding loans totaling $141969, 0 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 3 recent credit inquiries.",Rejected
"Applicant earns $55467 annually, has a credit score of 483, outstanding loans totaling $74010, 0 missed payments in the last year, employment status: Stable job, Owns home, and 0 recent credit inquiries.",Rejected
